state,zip_code,population,avg_income,starbucks_count,dunkin_count
IL,60013,13330,90451,2,1
IL,60014,24220,83891,3,2
IL,60015,13790,230961,2,1
IL,60016,31820,60079,0,4
IL,60018,15180,60212,8,7
IL,60020,5470,62076,1,1
IL,60021,2810,85602,1,1
IL,60022,3930,630821,2,1
IL,60025,20300,165327,2,4
IL,60026,6870,200655,3,0
IL,60030,18580,89223,2,3
IL,60031,19330,89309,6,3
IL,60033,6290,53341,0,0
IL,60034,1000,55499,0,0
IL,60035,15030,360825,3,2
IL,60040,2370,68889,1,0
IL,60041,4710,66265,0,0
IL,60042,4540,62594,0,1
IL,60043,1150,1050090,0,0
IL,60044,4960,206653,2,2
IL,60045,10140,613191,3,2
IL,60046,17250,86507,0,1
IL,60047,20540,173212,4,2
IL,60048,14610,207030,2,3
IL,60050,15940,68028,1,2
IL,60051,12910,73901,0,2
IL,60053,12430,77542,1,2
IL,60056,28140,79207,2,4
IL,60060,18910,90370,3,3
IL,60061,13160,115784,4,1
IL,60062,21600,195002,7,2
IL,60064,6280,33198,0,1
IL,60067,20400,135257,2,1
IL,60068,19690,149133,2,3
IL,60069,4650,203593,0,1
IL,60070,7900,80612,0,2
IL,60071,2020,76671,0,0
IL,60072,520,103401,0,0
IL,60073,28400,54848,2,3
IL,60074,19220,64822,2,1
IL,60076,16830,82992,2,2
IL,60077,13920,69782,3,4
IL,60081,4700,94437,0,0
IL,60083,5010,106355,0,2
IL,60084,8440,86080,0,1
IL,60085,31100,38066,2,6
IL,60087,13790,47293,1,0
IL,60088,1700,37763,0,1
IL,60089,21290,107793,2,3
IL,60090,19870,59496,3,2
IL,60091,13230,287198,4,1
IL,60093,9740,644701,2,1
IL,60096,3460,70541,0,0
IL,60097,5430,58943,0,0
IL,60098,15960,74657,1,1
IL,60099,14440,46333,0,2
IL,60101,18690,59698,1,3
IL,60102,16390,85068,3,2
IL,60103,20790,89125,2,3
IL,60104,9880,40168,0,2
IL,60106,9780,52794,1,2
IL,60107,20490,58280,2,1
IL,60108,11810,87947,2,2
IL,60110,17960,51297,0,1
IL,60111,130,81169,0,0
IL,60112,2140,57313,0,0
IL,60115,17250,54078,4,2
IL,60118,8700,90287,1,2
IL,60119,5330,102677,1,1
IL,60120,24380,47933,0,4
IL,60123,23030,51886,2,4
IL,60124,11590,109838,0,1
IL,60126,22590,157340,4,3
IL,60129,120,52658,0,0
IL,60130,7810,61706,1,2
IL,60131,9260,48383,0,1
IL,60133,18190,49935,1,1
IL,60134,14800,131883,3,1
IL,60135,3700,61098,0,0
IL,60136,3780,89148,0,1
IL,60137,18720,151153,3,4
IL,60139,16380,50662,2,1
IL,60140,10020,78564,0,2
IL,60142,14650,82826,2,2
IL,60143,5780,99083,1,0
IL,60145,1190,72084,0,0
IL,60146,1250,58753,0,0
IL,60148,26830,77594,4,5
IL,60150,820,60597,0,0
IL,60151,1970,75388,0,0
IL,60152,6100,69489,0,1
IL,60153,10770,36989,0,1
IL,60154,9430,73228,1,2
IL,60155,4310,44624,2,1
IL,60156,14140,75967,1,1
IL,60157,1370,127112,0,0
IL,60160,11220,42161,1,3
IL,60162,4330,49543,1,1
IL,60163,2810,50413,0,1
IL,60164,10830,45116,0,1
IL,60165,1950,35542,0,1
IL,60169,16920,60927,2,1
IL,60171,5500,46714,0,2
IL,60172,13020,81317,1,2
IL,60173,7040,90335,8,3
IL,60174,16210,108863,4,4
IL,60175,11730,158103,0,0
IL,60176,6000,45055,2,3
IL,60177,11800,74841,2,3
IL,60178,10980,75587,0,1
IL,60180,810,76322,0,0
IL,60181,14960,68199,3,4
IL,60184,1250,224897,0,0
IL,60185,16630,70725,1,4
IL,60187,13460,127340,3,2
IL,60188,21750,71279,1,5
IL,60189,15560,132116,2,1
IL,60190,5970,108145,0,0
IL,60191,7780,65068,1,1
IL,60192,7880,106124,3,1
IL,60193,20710,75478,2,1
IL,60194,10160,73475,1,4
IL,60195,2630,75925,1,0
IL,60201,18230,160829,4,2
IL,60202,16530,103203,3,2
IL,60203,2270,156585,0,0
IL,60301,1610,91865,1,0
IL,60302,15840,144898,0,3
IL,60304,8080,105203,0,1
IL,60305,5210,245437,2,0
IL,60401,4040,67746,0,1
IL,60402,29900,48443,1,4
IL,60403,9200,51749,0,0
IL,60404,9840,90178,3,2
IL,60406,10810,38884,0,2
IL,60407,810,49767,0,0
IL,60408,2820,60339,0,0
IL,60409,16630,38035,1,2
IL,60410,6640,80796,0,1
IL,60411,23870,40330,0,5
IL,60415,6450,44136,0,2
IL,60416,4640,69610,0,0
IL,60417,7790,72085,0,0
IL,60419,10520,37911,0,2
IL,60420,2270,61297,0,0
IL,60421,1950,70668,1,1
IL,60422,4880,117496,1,0
IL,60423,16050,115930,1,2
IL,60424,1080,61246,0,0
IL,60425,4540,48440,0,0
IL,60426,10000,30583,0,2
IL,60428,5240,34908,1,0
IL,60429,7140,44593,0,1
IL,60430,10110,75920,3,2
IL,60431,12880,69771,1,1
IL,60432,8770,39644,1,1
IL,60433,7380,39500,0,0
IL,60435,23680,52126,1,3
IL,60436,8310,41609,0,3
IL,60438,14300,49193,0,2
IL,60439,12130,132102,2,2
IL,60440,25700,55694,4,6
IL,60441,16990,73176,1,2
IL,60442,5450,85903,0,0
IL,60443,10580,54758,2,1
IL,60444,850,66734,0,0
IL,60445,7630,51251,1,4
IL,60446,20090,54023,2,4
IL,60447,7170,75850,1,2
IL,60448,13010,103109,0,3
IL,60449,4470,79138,0,1
IL,60450,10290,77344,1,1
IL,60451,18110,90402,2,4
IL,60452,13790,63685,1,2
IL,60453,29020,62298,5,4
IL,60455,7570,46953,0,2
IL,60456,2320,45684,0,0
IL,60457,6870,57246,0,1
IL,60458,6440,44552,0,1
IL,60459,13990,48136,2,1
IL,60460,700,57225,0,0
IL,60461,2480,94636,0,1
IL,60462,21080,86308,5,3
IL,60463,7530,104767,1,1
IL,60464,5010,141265,0,1
IL,60465,9190,57132,0,1
IL,60466,10380,41727,0,0
IL,60467,13780,113120,2,2
IL,60468,3040,70129,0,0
IL,60469,2510,41682,0,1
IL,60470,280,65646,0,0
IL,60471,6300,47380,0,1
IL,60472,1770,29468,0,0
IL,60473,11530,51167,1,2
IL,60475,4650,46366,0,0
IL,60476,1250,51324,0,0
IL,60477,20100,69389,1,2
IL,60478,8150,45912,0,1
IL,60479,340,73179,0,0
IL,60480,2880,96485,0,1
IL,60481,5710,66138,0,0
IL,60482,5510,46691,0,1
IL,60484,2940,39038,0,0
IL,60487,13340,84080,1,1
IL,60490,10180,87538,1,1
IL,60491,11570,103019,1,2
IL,60501,5120,39001,0,1
IL,60502,10620,113247,4,2
IL,60503,7370,84820,0,0
IL,60504,18410,69558,1,5
IL,60505,25600,36792,0,2
IL,60506,24940,52818,1,1
IL,60510,14090,102696,1,2
IL,60511,870,101180,0,0
IL,60512,560,86683,0,0
IL,60513,9650,70675,0,1
IL,60514,4830,195995,1,0
IL,60515,14580,129484,4,2
IL,60516,14910,99053,0,2
IL,60517,17180,77323,3,3
IL,60518,1630,58087,0,0
IL,60520,1400,70372,0,0
IL,60521,8210,410350,4,2
IL,60523,5390,321723,3,0
IL,60525,16250,118900,3,3
IL,60526,6830,105837,0,0
IL,60527,14820,154660,2,0
IL,60530,320,60878,0,0
IL,60531,900,62890,0,0
IL,60532,14790,96217,2,4
IL,60534,5150,45463,1,1
IL,60538,13410,58307,1,2
IL,60540,20610,167687,6,4
IL,60541,1420,80569,0,0
IL,60542,9110,78185,1,2
IL,60543,18630,82929,1,2
IL,60544,13690,74751,2,2
IL,60545,6420,58187,0,1
IL,60546,8200,97633,1,2
IL,60548,6030,60342,0,0
IL,60549,370,69175,0,0
IL,60550,600,65585,0,0
IL,60551,1760,65396,0,0
IL,60552,2180,71101,0,0
IL,60553,350,69071,0,0
IL,60554,6030,107848,0,1
IL,60555,7310,79405,2,2
IL,60556,1010,60652,0,0
IL,60558,6430,245576,1,0
IL,60559,12470,76681,1,2
IL,60560,12410,82468,2,2
IL,60561,12670,91584,1,2
IL,60563,18410,106670,3,3
IL,60564,20340,146515,2,2
IL,60565,19310,134095,1,1
IL,60585,10660,111300,0,2
IL,60586,22610,69096,1,2
IL,60601,8050,298180,11,9
IL,60602,1300,418470,8,4
IL,60603,1310,662880,5,2
IL,60604,620,651637,4,3
IL,60605,15640,138066,4,7
IL,60606,2780,575815,11,10
IL,60607,13750,156278,7,5
IL,60608,30730,46617,1,6
IL,60609,24030,40706,1,7
IL,60610,24060,212771,8,2
IL,60611,20570,322484,17,3
IL,60612,14220,55726,0,3
IL,60613,29190,110658,1,4
IL,60614,36050,265344,13,6
IL,60615,18740,72509,3,1
IL,60616,24790,67393,0,5
IL,60617,33780,40275,0,3
IL,60618,44160,86523,5,9
IL,60619,27750,38627,0,2
IL,60620,29830,35015,1,4
IL,60621,10290,25691,1,2
IL,60622,29310,114168,3,8
IL,60623,31050,30656,0,3
IL,60624,14030,28426,0,0
IL,60625,36150,68769,3,4
IL,60626,23080,49680,2,4
IL,60628,28330,35895,0,3
IL,60629,48090,37359,0,4
IL,60630,27060,62216,1,6
IL,60631,15340,90625,1,2
IL,60632,36720,36126,2,6
IL,60633,5770,47525,0,0
IL,60634,38160,52088,0,7
IL,60636,13240,26980,0,2
IL,60637,18340,58617,2,0
IL,60638,27760,60307,1,10
IL,60639,38380,35029,1,10
IL,60640,35240,77748,3,3
IL,60641,33820,52307,1,5
IL,60642,11860,107281,3,1
IL,60643,23700,65651,2,2
IL,60644,18110,29929,0,1
IL,60645,20870,58792,1,1
IL,60646,13820,105643,2,1
IL,60647,44350,81440,4,5
IL,60649,18590,38147,1,2
IL,60651,26740,32757,0,2
IL,60652,20290,48970,0,5
IL,60653,13380,48998,0,1
IL,60654,14000,211869,6,4
IL,60655,14080,86753,1,1
IL,60656,14590,66057,0,1
IL,60657,40770,138091,9,2
IL,60659,17840,50402,3,4
IL,60660,21540,63854,2,6
IL,60661,7230,142814,6,4
IL,60706,12440,62253,2,2
IL,60707,21500,55853,2,1
IL,60712,6440,124222,1,3
IL,60714,15530,62946,4,4
IL,60803,11150,51731,1,3
IL,60804,34150,35703,1,5
IL,60805,10050,69750,0,3
IL,60827,11130,30920,0,1
IL,60901,14950,50328,0,2
IL,60911,630,61200,0,0
IL,60912,220,39954,0,0
IL,60913,730,75183,0,0
IL,60914,13210,70786,3,2
IL,60915,5030,45624,0,0
IL,60917,260,59746,0,0
IL,60918,440,58495,0,0
IL,60919,220,63327,0,0
IL,60921,640,53875,0,0
IL,60922,1130,54852,0,0
IL,60924,780,57244,0,0
IL,60927,1050,62837,0,0
IL,60928,350,56597,0,0
IL,60929,370,52481,0,0
IL,60930,400,52917,0,0
IL,60931,290,50827,0,0
IL,60934,110,60636,0,0
IL,60935,500,71050,0,0
IL,60936,2060,63783,0,0
IL,60938,990,49400,0,1
IL,60940,1640,65825,0,0
IL,60941,970,72926,0,0
IL,60942,2480,44432,0,0
IL,60946,170,50711,0,0
IL,60948,740,88616,0,0
IL,60949,220,46577,0,0
IL,60950,5770,64302,0,1
IL,60951,400,56262,1,0
IL,60952,300,57306,0,0
IL,60953,1000,52406,0,0
IL,60954,2650,51916,0,0
IL,60955,870,51626,0,0
IL,60957,2580,53723,0,0
IL,60958,660,29278,0,0
IL,60959,430,55479,0,0
IL,60960,380,48723,0,0
IL,60961,380,67247,0,0
IL,60962,250,54988,0,0
IL,60963,770,51089,0,0
IL,60964,2310,62926,0,0
IL,60966,610,48829,0,0
IL,60968,190,50178,0,0
IL,60970,2870,52838,0,0
IL,60973,160,56787,0,0
IL,61001,870,48549,0,0
IL,61006,770,54690,0,0
IL,61007,220,63086,0,0
IL,61008,16160,63850,2,1
IL,61010,3760,80471,0,0
IL,61011,1460,107549,0,0
IL,61012,1070,54098,0,0
IL,61014,530,58022,0,0
IL,61015,430,79851,0,0
IL,61016,2550,73943,0,0
IL,61018,520,62978,0,0
IL,61019,1800,66670,0,0
IL,61020,1410,62862,0,0
IL,61021,10470,59590,0,0
IL,61024,1220,64261,0,0
IL,61025,2230,69103,0,0
IL,61028,950,55760,0,0
IL,61030,1050,54298,0,0
IL,61031,680,57133,0,0
IL,61032,14000,49540,1,1
IL,61036,3670,76072,0,0
IL,61038,620,59783,0,0
IL,61039,360,64816,0,0
IL,61041,650,41050,0,0
IL,61042,210,60009,0,0
IL,61046,1420,72292,0,0
IL,61047,800,63742,0,0
IL,61048,2060,62992,0,0
IL,61049,250,69148,0,0
IL,61050,170,64117,0,0
IL,61051,770,54189,0,0
IL,61052,550,68587,0,0
IL,61053,1280,51866,0,0
IL,61054,1720,47955,0,0
IL,61060,680,52602,0,0
IL,61061,3400,65267,0,0
IL,61062,940,54320,0,0
IL,61063,1950,66306,0,0
IL,61064,1770,53469,0,0
IL,61065,5150,63304,0,0
IL,61067,340,57100,0,0
IL,61068,6830,54981,0,1
IL,61070,510,69943,0,0
IL,61071,6430,48478,0,1
IL,61072,5510,75629,1,0
IL,61073,9920,86051,0,0
IL,61074,1930,45919,0,0
IL,61075,470,58078,0,0
IL,61078,680,54705,0,0
IL,61080,4960,62241,0,0
IL,61081,10310,57217,0,0
IL,61084,1480,82909,0,0
IL,61085,1660,51477,0,0
IL,61087,830,45669,0,0
IL,61088,2920,77952,0,0
IL,61089,380,56407,0,0
IL,61101,8520,38397,1,0
IL,61102,7460,40265,0,0
IL,61103,10470,47489,0,0
IL,61104,6710,28535,0,0
IL,61107,14850,74932,0,1
IL,61108,13890,50460,4,2
IL,61109,12630,46360,0,1
IL,61111,11770,56605,0,1
IL,61114,7840,91421,1,0
IL,61115,11130,51208,2,1
IL,61201,16620,50342,0,1
IL,61230,580,61217,0,0
IL,61231,2390,59737,0,0
IL,61232,670,72053,0,0
IL,61234,640,60375,0,0
IL,61235,670,63358,0,0
IL,61238,1420,60344,0,0
IL,61239,490,37957,0,0
IL,61240,2940,83017,0,0
IL,61241,3350,58151,0,0
IL,61242,560,77400,0,0
IL,61243,110,62881,0,0
IL,61244,10670,49968,0,0
IL,61250,1290,60256,0,0
IL,61251,200,63190,0,0
IL,61252,2680,61135,0,0
IL,61254,5710,82443,0,0
IL,61256,950,67455,0,0
IL,61257,500,68044,0,0
IL,61259,620,67775,0,0
IL,61260,370,52229,0,0
IL,61261,460,45586,0,0
IL,61262,360,66844,0,0
IL,61264,5010,63217,0,0
IL,61265,21930,57510,3,1
IL,61270,3410,62221,0,0
IL,61272,640,54434,0,0
IL,61273,1600,68305,0,0
IL,61274,160,68481,0,0
IL,61275,2020,89077,0,0
IL,61277,1530,58801,0,0
IL,61279,490,67040,0,0
IL,61281,1300,76303,0,0
IL,61282,3930,49333,0,1
IL,61283,700,55982,0,0
IL,61284,1170,80470,0,0
IL,61285,800,55775,0,0
IL,61301,5050,55172,0,0
IL,61310,1850,57238,0,0
IL,61312,230,61086,0,0
IL,61313,120,76866,0,0
IL,61314,390,56289,0,0
IL,61318,300,65236,0,0
IL,61319,590,65176,0,0
IL,61320,340,54329,0,0
IL,61321,150,44766,0,0
IL,61325,490,64438,0,0
IL,61326,1150,66431,0,0
IL,61327,640,66043,0,0
IL,61329,640,58048,0,0
IL,61330,690,58746,0,0
IL,61333,180,56733,0,0
IL,61334,360,59913,0,0
IL,61335,280,59871,0,0
IL,61336,270,59155,0,0
IL,61337,240,45341,0,0
IL,61341,3930,62387,0,0
IL,61342,4260,54569,0,0
IL,61344,170,45741,0,0
IL,61345,340,57985,0,0
IL,61348,2370,58639,0,0
IL,61349,470,58734,0,0
IL,61350,11850,64030,0,1
IL,61353,620,55825,0,0
IL,61354,5490,62506,3,1
IL,61356,5360,64290,0,0
IL,61358,210,46404,0,0
IL,61360,1640,66555,0,0
IL,61361,640,55368,0,0
IL,61362,2780,52525,0,0
IL,61364,8870,50824,1,1
IL,61367,390,58528,0,0
IL,61368,670,52635,0,0
IL,61369,740,53878,0,0
IL,61370,690,62962,0,0
IL,61373,1010,74628,0,0
IL,61375,490,70287,0,0
IL,61376,960,59185,0,0
IL,61377,630,56296,0,0
IL,61378,250,63520,0,0
IL,61379,620,53203,0,0
IL,61401,13990,50251,1,0
IL,61410,1700,48148,0,0
IL,61411,160,54187,0,0
IL,61412,650,63786,0,0
IL,61413,520,61221,0,0
IL,61414,410,53921,0,0
IL,61415,780,58842,0,0
IL,61417,120,61883,0,0
IL,61418,290,57234,0,0
IL,61420,460,57867,0,0
IL,61421,590,60391,0,0
IL,61422,1460,47472,0,0
IL,61423,280,61575,0,0
IL,61425,200,53490,0,0
IL,61427,1020,56185,0,0
IL,61428,550,100936,0,0
IL,61430,400,66157,0,0
IL,61431,160,59125,0,0
IL,61432,320,55865,0,0
IL,61434,1510,51900,0,0
IL,61436,420,62471,0,0
IL,61437,380,53978,0,0
IL,61438,330,63057,0,0
IL,61440,340,51176,0,0
IL,61441,380,58202,0,0
IL,61442,300,42123,0,0
IL,61443,6080,46808,0,0
IL,61447,430,53355,0,0
IL,61448,1840,57378,0,0
IL,61449,190,49142,0,0
IL,61450,750,52384,0,0
IL,61451,160,67037,0,0
IL,61452,130,43669,0,0
IL,61453,300,52426,0,0
IL,61454,310,45096,0,0
IL,61455,6900,57576,1,1
IL,61458,390,51297,0,0
IL,61459,180,57166,0,0
IL,61460,130,47723,0,0
IL,61462,4870,52931,0,0
IL,61465,550,57021,0,0
IL,61466,140,55092,0,0
IL,61467,500,60538,0,0
IL,61469,910,49626,0,0
IL,61470,200,51950,0,0
IL,61472,280,68646,0,0
IL,61473,730,54072,0,0
IL,61474,130,55938,0,0
IL,61475,110,60490,0,0
IL,61476,190,61815,0,0
IL,61477,270,50670,0,0
IL,61478,140,61035,0,0
IL,61480,550,58156,0,0
IL,61482,260,57080,0,0
IL,61483,850,62657,0,0
IL,61484,350,46937,0,0
IL,61485,290,58627,0,0
IL,61486,730,56346,0,0
IL,61488,520,56334,0,0
IL,61489,450,60526,0,0
IL,61490,550,60190,0,0
IL,61491,1020,61312,0,0
IL,61501,780,46096,0,0
IL,61516,340,63694,0,0
IL,61517,1620,110735,0,0
IL,61520,6810,52785,1,1
IL,61523,5380,68368,0,0
IL,61525,4830,149207,0,0
IL,61526,530,87830,0,0
IL,61528,1430,148962,0,0
IL,61529,1360,68191,0,0
IL,61530,2850,75535,0,0
IL,61531,1550,54567,0,0
IL,61532,200,48450,0,0
IL,61533,1090,60823,0,0
IL,61534,760,63002,0,0
IL,61535,850,98771,0,0
IL,61536,1490,73061,0,0
IL,61537,1280,56110,0,0
IL,61540,1320,58471,0,0
IL,61542,1530,57338,0,0
IL,61544,330,51596,0,0
IL,61545,320,66821,0,0
IL,61546,1950,58857,0,0
IL,61547,1770,86759,0,0
IL,61548,5840,95533,0,0
IL,61550,8750,97051,1,1
IL,61554,19320,53588,1,1
IL,61559,1560,83417,0,0
IL,61560,330,66590,0,0
IL,61561,1290,73668,0,0
IL,61565,670,68867,0,0
IL,61567,280,44114,0,0
IL,61568,2140,83817,0,0
IL,61569,590,71472,0,0
IL,61570,820,53943,0,0
IL,61571,11570,81229,0,1
IL,61572,490,54216,0,0
IL,61602,460,98615,0,0
IL,61603,6700,32656,0,1
IL,61604,13730,43010,0,2
IL,61605,5360,23958,0,0
IL,61606,2060,50213,1,0
IL,61607,5350,59660,0,0
IL,61610,2450,38660,0,0
IL,61611,11910,64233,1,1
IL,61614,14160,75784,3,0
IL,61615,11890,102321,5,3
IL,61616,3120,65739,0,0
IL,61701,16390,54318,1,1
IL,61704,18030,93345,2,0
IL,61705,6540,110514,0,0
IL,61720,110,57836,0,0
IL,61721,260,61469,0,0
IL,61722,230,61400,0,0
IL,61723,1110,59633,0,0
IL,61724,230,56665,0,0
IL,61725,770,86549,0,0
IL,61726,1220,55828,0,0
IL,61727,4520,60888,0,0
IL,61728,640,63507,0,0
IL,61729,550,103014,0,0
IL,61730,180,61772,0,0
IL,61731,110,66081,0,0
IL,61732,1000,71353,0,0
IL,61733,550,66896,0,0
IL,61734,1240,61221,0,0
IL,61735,180,65322,0,0
IL,61736,970,103625,0,0
IL,61737,240,73812,0,0
IL,61738,2000,74127,0,0
IL,61739,2370,71829,0,0
IL,61740,760,61968,0,0
IL,61741,770,58829,0,0
IL,61742,550,92518,0,0
IL,61743,130,59015,0,0
IL,61744,930,67944,0,0
IL,61745,2080,73661,0,0
IL,61747,690,66920,0,0
IL,61748,1350,113784,0,0
IL,61749,250,58204,0,0
IL,61752,2080,68997,0,0
IL,61753,1410,73635,0,0
IL,61754,580,63391,0,0
IL,61755,2070,72958,0,0
IL,61756,1010,63805,0,0
IL,61759,700,69928,0,0
IL,61760,1150,61256,0,0
IL,61761,19330,68381,3,1
IL,61764,5880,57404,0,1
IL,61769,280,51135,0,0
IL,61770,500,53926,0,0
IL,61771,450,73135,0,0
IL,61772,200,66995,0,0
IL,61773,190,52794,0,0
IL,61774,470,62021,0,0
IL,61775,160,57787,0,0
IL,61776,720,86947,0,0
IL,61777,470,65538,0,0
IL,61778,300,55626,0,0
IL,61801,8890,56110,2,1
IL,61802,9050,60588,1,0
IL,61810,150,57366,0,0
IL,61811,310,49341,0,0
IL,61812,150,56640,0,0
IL,61813,890,50747,0,0
IL,61814,540,64774,0,0
IL,61816,220,59759,0,0
IL,61817,1190,59770,0,0
IL,61818,780,56679,0,0
IL,61820,9620,48319,3,2
IL,61821,14100,67839,0,1
IL,61822,11960,100443,1,0
IL,61830,230,58782,0,0
IL,61832,13620,45519,0,1
IL,61833,920,37622,0,0
IL,61834,3130,64826,0,0
IL,61839,280,56264,0,0
IL,61840,370,93145,0,0
IL,61841,640,57485,0,0
IL,61842,1340,59873,0,0
IL,61843,1150,65507,0,0
IL,61844,480,65889,0,0
IL,61845,180,64761,0,0
IL,61846,2080,45137,0,0
IL,61847,590,62922,0,0
IL,61849,850,68751,0,0
IL,61850,210,51214,0,0
IL,61851,200,56415,0,0
IL,61852,110,55790,0,0
IL,61853,6460,93245,0,0
IL,61854,750,68177,0,0
IL,61856,3850,82439,0,0
IL,61858,1480,56983,0,1
IL,61859,620,64788,0,0
IL,61862,260,57165,0,0
IL,61863,430,69169,0,0
IL,61864,820,76658,0,0
IL,61865,590,56301,0,0
IL,61866,6090,41136,0,1
IL,61870,550,46723,0,0
IL,61872,360,67205,0,0
IL,61873,2810,77331,0,0
IL,61874,3860,84546,0,0
IL,61875,350,81554,0,0
IL,61876,330,57672,0,0
IL,61877,810,63623,0,0
IL,61878,690,52769,0,0
IL,61880,2090,64359,0,0
IL,61882,310,60887,0,0
IL,61883,2090,47483,0,0
IL,61884,580,97310,0,0
IL,61910,2150,54006,0,0
IL,61911,2180,56277,0,0
IL,61912,550,62403,0,0
IL,61913,760,54131,0,0
IL,61914,860,55316,0,0
IL,61917,250,59140,0,0
IL,61919,370,68932,0,0
IL,61920,8330,57398,1,0
IL,61924,940,59810,0,0
IL,61925,470,75768,0,0
IL,61928,330,53439,0,0
IL,61929,340,51252,0,0
IL,61930,230,54156,0,0
IL,61931,550,56034,0,0
IL,61932,210,55604,0,0
IL,61933,460,50404,0,0
IL,61937,900,55014,0,0
IL,61938,9760,52767,0,0
IL,61942,540,56681,0,0
IL,61943,700,55800,0,0
IL,61944,5490,53987,0,0
IL,61951,3690,64562,0,0
IL,61953,3090,60494,0,0
IL,61956,1330,51199,0,0
IL,61957,830,51937,0,0
IL,62001,830,76926,0,0
IL,62002,14020,54056,0,0
IL,62006,250,65884,0,0
IL,62009,740,47218,0,0
IL,62010,5230,64416,0,0
IL,62011,110,48218,0,0
IL,62012,3180,64280,0,0
IL,62013,230,58647,0,0
IL,62014,1740,56738,0,0
IL,62015,230,61278,0,0
IL,62016,1780,54952,0,0
IL,62017,490,51757,0,0
IL,62018,1430,35660,0,0
IL,62019,210,50295,0,0
IL,62021,440,80979,0,0
IL,62022,580,59029,0,0
IL,62024,4290,49238,0,0
IL,62025,15400,94607,2,0
IL,62027,200,53620,0,0
IL,62028,430,52469,0,0
IL,62031,410,50956,0,0
IL,62032,330,56157,0,0
IL,62033,2070,53339,0,0
IL,62034,6810,91160,0,0
IL,62035,7840,70605,0,0
IL,62036,310,64367,0,0
IL,62037,860,70581,0,0
IL,62040,18720,47375,0,0
IL,62044,870,52852,0,0
IL,62045,200,55100,0,0
IL,62047,670,58950,0,0
IL,62048,570,43542,0,0
IL,62049,2820,59085,0,0
IL,62050,160,39943,0,0
IL,62051,400,53780,0,0
IL,62052,5600,58147,0,0
IL,62053,280,51464,0,0
IL,62054,330,47290,0,0
IL,62056,3970,54632,0,0
IL,62060,1620,30410,0,0
IL,62061,860,73331,0,0
IL,62062,4110,86275,0,0
IL,62063,530,55600,0,0
IL,62067,1220,74037,0,0
IL,62069,1460,54405,0,0
IL,62074,490,62697,0,0
IL,62075,1430,55682,0,0
IL,62079,150,56693,0,0
IL,62080,1030,49311,0,0
IL,62081,140,50921,0,0
IL,62082,1100,45695,0,0
IL,62083,100,62900,0,0
IL,62084,750,43393,0,0
IL,62086,590,52130,0,0
IL,62087,810,36350,0,0
IL,62088,3170,59012,0,0
IL,62090,370,27667,0,0
IL,62091,170,57576,0,0
IL,62092,1140,46172,0,0
IL,62094,450,49324,0,0
IL,62095,5160,47397,0,0
IL,62097,1410,71651,0,0
IL,62201,1950,27254,0,0
IL,62203,2590,30876,0,0
IL,62204,1800,23320,0,0
IL,62205,2840,28386,0,0
IL,62206,5310,29107,0,0
IL,62207,2640,25696,0,0
IL,62208,8670,58533,2,1
IL,62214,530,71881,0,0
IL,62215,850,74138,0,0
IL,62216,1340,82763,0,0
IL,62217,360,49208,0,0
IL,62218,770,78709,0,0
IL,62220,8860,58464,0,0
IL,62221,13660,64363,1,0
IL,62223,8560,66297,0,0
IL,62225,1870,58005,0,0
IL,62226,14440,61555,1,0
IL,62230,3280,70302,0,0
IL,62231,3500,66505,0,0
IL,62232,3320,69395,0,0
IL,62233,2720,58350,0,0
IL,62234,15790,58657,1,0
IL,62236,6760,98015,0,0
IL,62237,1150,51009,0,0
IL,62238,250,39124,0,0
IL,62239,2170,47800,0,0
IL,62240,700,53652,0,0
IL,62241,480,57304,0,0
IL,62242,630,53347,0,0
IL,62243,2870,73990,0,0
IL,62244,490,73906,0,0
IL,62245,910,72249,0,0
IL,62246,3700,57733,0,0
IL,62249,7920,74728,0,0
IL,62250,230,49652,0,0
IL,62253,300,44506,0,0
IL,62254,2600,70402,0,0
IL,62255,460,49243,0,0
IL,62257,1290,54691,0,0
IL,62258,4710,69776,0,0
IL,62260,3740,79390,0,0
IL,62262,710,50247,0,0
IL,62263,2470,70723,0,0
IL,62264,1530,62681,0,0
IL,62265,2030,65054,0,0
IL,62268,390,59279,0,0
IL,62269,16800,85393,1,0
IL,62271,1050,70195,0,0
IL,62272,670,44626,0,0
IL,62274,2750,55040,0,0
IL,62275,1570,63094,0,0
IL,62277,580,52081,0,0
IL,62278,3240,65728,0,0
IL,62280,180,65294,0,0
IL,62281,1370,91784,0,0
IL,62284,240,55887,0,0
IL,62285,2260,96483,0,0
IL,62286,2690,51660,0,0
IL,62288,1380,57383,0,0
IL,62293,2350,72598,0,0
IL,62294,7320,79387,0,1
IL,62295,710,63366,0,0
IL,62297,160,55925,0,0
IL,62298,8810,78220,0,0
IL,62301,14590,50756,1,1
IL,62305,9470,83180,1,0
IL,62311,380,51828,0,0
IL,62312,900,52467,0,0
IL,62313,180,58150,0,0
IL,62314,240,51833,0,0
IL,62316,280,54475,0,0
IL,62320,990,57773,0,0
IL,62321,1790,61227,0,0
IL,62323,110,48354,0,0
IL,62324,590,46508,0,0
IL,62325,180,52855,0,0
IL,62326,1090,52180,0,0
IL,62330,760,51285,0,0
IL,62338,730,66971,0,0
IL,62339,410,56160,0,0
IL,62340,730,54527,0,0
IL,62341,1580,57444,0,0
