state,zip_code,population,avg_income,starbucks_count,dunkin_count
MS,39745,350,54991,0,0
MS,39746,1230,54620,0,0
MS,39747,640,46917,0,0
MS,39750,1210,42475,0,0
MS,39751,530,47073,0,0
MS,39752,1000,48522,0,0
MS,39755,440,37147,0,0
MS,39756,860,28846,0,0
MS,39759,15780,55954,2,0
MS,39766,1120,51855,0,0
MS,39767,280,41739,0,0
MS,39769,770,50024,0,0
MS,39772,670,36892,0,0
MS,39773,6520,46467,0,0
MS,39776,650,40515,0,0
MT,59001,750,66806,0,0
MT,59003,420,46854,0,0
MT,59006,370,48705,0,0
MT,59008,150,51626,0,0
MT,59011,1500,62329,0,0
MT,59014,620,53256,0,0
MT,59015,220,46500,0,0
MT,59016,280,40167,0,0
MT,59019,2010,69629,0,0
MT,59022,840,34838,0,0
MT,59024,130,47661,0,0
MT,59027,540,59559,0,0
MT,59028,160,62793,0,0
MT,59029,320,47796,0,0
MT,59030,700,55594,0,0
MT,59031,140,38085,0,0
MT,59032,230,38047,0,0
MT,59034,1750,49572,0,0
MT,59037,840,76428,0,0
MT,59038,290,53717,0,0
MT,59041,940,64706,0,0
MT,59044,5720,64861,0,0
MT,59046,230,46304,0,0
MT,59047,6700,61547,0,0
MT,59050,480,37441,0,0
MT,59053,180,29950,0,0
MT,59057,290,84782,0,0
MT,59061,130,62530,0,0
MT,59063,1010,68757,0,0
MT,59065,140,73328,0,0
MT,59068,1970,74444,0,0
MT,59069,240,62587,0,0
MT,59070,530,60860,0,0
MT,59072,1670,55202,0,0
MT,59074,240,35787,0,0
MT,59075,110,33263,0,0
MT,59079,1560,66982,0,0
MT,59086,360,54611,0,0
MT,59087,170,46523,0,0
MT,59088,600,59181,0,0
MT,59089,140,30285,0,0
MT,59101,18420,51596,1,0
MT,59102,23460,65259,6,0
MT,59105,15640,62401,2,0
MT,59106,9080,120691,0,0
MT,59201,1740,44975,0,0
MT,59212,240,75379,0,0
MT,59213,200,38350,0,0
MT,59215,500,49512,0,0
MT,59218,540,65670,0,0
MT,59221,770,68992,0,0
MT,59223,220,70590,0,0
MT,59225,140,38221,0,0
MT,59226,170,58747,0,0
MT,59230,2310,61749,0,0
MT,59241,180,46783,0,0
MT,59243,160,82725,0,0
MT,59247,170,45064,0,0
MT,59248,300,53936,0,0
MT,59254,1000,62556,0,0
MT,59255,1100,41238,0,0
MT,59259,190,47178,0,0
MT,59261,200,43645,0,0
MT,59262,310,64306,0,0
MT,59263,620,67816,0,0
MT,59270,4110,76848,0,0
MT,59275,170,48594,0,0
MT,59301,5100,61872,0,0
MT,59313,1110,73672,0,0
MT,59317,550,48765,0,0
MT,59324,370,54975,0,0
MT,59327,1220,58295,0,0
MT,59330,3680,61895,0,0
MT,59337,340,47676,0,0
MT,59344,130,58707,0,0
MT,59347,120,42341,0,0
MT,59349,400,49712,0,0
MT,59353,420,53016,0,0
MT,59401,6050,43862,0,0
MT,59404,12920,69188,1,0
MT,59405,14710,51321,4,0
MT,59412,750,51145,0,0
MT,59414,540,41901,0,0
MT,59416,150,64746,0,0
MT,59417,2550,33886,0,0
MT,59420,130,38284,0,0
MT,59421,890,59014,0,0
MT,59422,1350,45005,0,0
MT,59425,1620,49017,0,0
MT,59427,2060,44801,0,0
MT,59430,190,60115,0,0
MT,59433,260,54203,0,0
MT,59436,870,64095,0,0
MT,59442,810,57719,0,0
MT,59443,280,72110,0,0
MT,59446,200,47070,0,0
MT,59450,170,57841,0,0
MT,59451,120,50108,0,0
MT,59452,260,47746,0,0
MT,59453,130,50161,0,0
MT,59456,160,25775,0,0
MT,59457,4140,57456,0,0
MT,59464,270,54755,0,0
MT,59468,290,58265,0,0
MT,59471,120,54908,0,0
MT,59472,340,49958,0,0
MT,59474,1310,57388,0,0
MT,59479,340,48452,0,0
MT,59480,160,50118,0,0
MT,59482,280,53078,0,0
MT,59483,290,45500,0,0
MT,59484,110,40054,0,0
MT,59486,640,40375,0,0
MT,59487,580,52893,0,0
MT,59489,140,45471,0,0
MT,59501,5920,54758,0,0
MT,59520,430,58983,0,0
MT,59521,910,40168,0,0
MT,59522,680,44739,0,0
MT,59523,930,53858,0,0
MT,59524,200,33445,0,0
MT,59525,160,42362,0,0
MT,59526,870,40331,0,0
MT,59528,110,56145,0,0
MT,59531,130,46015,0,0
MT,59538,1320,51225,0,0
MT,59540,150,54633,0,0
MT,59601,14450,66022,3,0
MT,59602,12930,67452,0,0
MT,59632,910,52056,0,0
MT,59634,2570,92736,0,0
MT,59635,3810,55968,0,0
MT,59639,540,50853,0,0
MT,59643,190,46826,0,0
MT,59644,1950,57233,0,0
MT,59645,650,54863,0,0
MT,59648,250,57020,0,0
MT,59701,15240,56470,1,0
MT,59711,4170,53707,0,0
MT,59714,10520,64567,1,0
MT,59715,16560,99346,2,0
MT,59718,20410,74485,3,0
MT,59720,150,124920,0,0
MT,59721,170,54647,0,0
MT,59722,1950,47939,0,0
MT,59725,3690,61035,1,0
MT,59729,1390,66743,0,0
MT,59730,1180,97450,0,0
MT,59739,130,41938,0,0
MT,59741,2410,76977,0,0
MT,59749,800,63868,0,0
MT,59750,140,68564,0,0
MT,59752,2050,59757,0,0
MT,59754,450,61533,0,0
MT,59758,1200,68078,0,0
MT,59759,1640,51915,0,0
MT,59761,120,67083,0,0
MT,59762,110,75072,0,0
MT,59801,15250,48972,4,0
MT,59802,9500,62028,0,0
MT,59803,8130,83256,0,0
MT,59804,3740,87755,0,0
MT,59808,10730,74177,2,0
MT,59820,650,56258,0,0
MT,59821,1050,48672,0,0
MT,59823,860,58534,0,0
MT,59824,670,47422,0,0
MT,59825,1100,55031,0,0
MT,59826,270,65233,0,0
MT,59827,140,63557,0,0
MT,59828,2810,63854,0,0
MT,59829,1120,55436,0,0
MT,59831,130,39100,0,0
MT,59832,340,53791,0,0
MT,59833,2770,67433,0,0
MT,59834,1340,67673,0,0
MT,59837,150,66686,0,0
MT,59840,6790,62413,0,0
MT,59843,110,49754,0,0
MT,59844,250,54840,0,0
MT,59845,440,35370,0,0
MT,59846,600,71138,0,0
MT,59847,2900,64531,0,0
MT,59853,340,51788,0,0
MT,59854,110,56900,0,0
MT,59858,740,63691,0,0
MT,59859,1530,49973,0,0
MT,59860,5020,56958,1,0
MT,59864,2730,44863,0,0
MT,59865,1260,46650,0,0
MT,59866,400,43900,0,0
MT,59868,1040,63347,0,0
MT,59870,5080,60953,0,0
MT,59871,110,50154,0,0
MT,59872,1030,50384,0,0
MT,59873,1480,50179,0,0
MT,59874,670,56988,0,0
MT,59875,1640,65237,0,0
MT,59901,24930,61758,3,0
MT,59910,210,74328,0,0
MT,59911,4310,78152,0,0
MT,59912,7260,53145,0,0
MT,59914,150,64766,0,0
MT,59915,130,41861,0,0
MT,59917,1960,51071,0,0
MT,59920,840,61997,0,0
MT,59922,1230,73765,0,0
MT,59923,3950,50485,0,0
MT,59925,680,65155,0,0
MT,59926,180,44394,0,0
MT,59930,320,46571,0,0
MT,59931,110,85372,0,0
MT,59932,760,63121,0,0
MT,59935,1400,50112,0,0
MT,59937,7490,98581,1,0
NC,27006,6980,97800,0,0
NC,27007,910,50891,0,0
NC,27009,1360,83058,0,0
NC,27011,2350,49443,0,0
NC,27012,13710,87318,1,1
NC,27013,2770,52542,0,0
NC,27016,700,50230,0,0
NC,27017,3540,47897,0,1
NC,27018,3430,55852,0,1
NC,27019,1780,54492,0,0
NC,27020,2640,46852,0,0
NC,27021,7790,55035,0,0
NC,27022,590,46132,0,0
NC,27023,6120,112439,0,0
NC,27024,980,43193,0,0
NC,27025,4720,48942,0,0
NC,27027,1650,42432,0,0
NC,27028,11580,53946,0,1
NC,27030,15170,48566,0,2
NC,27040,5660,74328,0,0
NC,27041,3410,57542,0,1
NC,27042,320,48750,0,0
NC,27043,2690,55831,0,0
NC,27045,4490,51901,0,0
NC,27046,830,45886,0,0
NC,27047,460,50513,0,0
NC,27048,3440,50165,0,0
NC,27050,1800,62861,0,0
NC,27051,3710,49151,0,0
NC,27052,4380,48822,0,1
NC,27053,1290,49467,0,0
NC,27054,1230,45807,0,0
NC,27055,6100,55809,0,0
NC,27101,8730,57738,0,0
NC,27103,17520,56198,7,1
NC,27104,14710,124336,1,1
NC,27105,16510,31222,2,2
NC,27106,21290,88294,3,4
NC,27107,20820,46305,0,1
NC,27127,18120,47378,0,2
NC,27203,8790,35362,0,2
NC,27205,14330,55629,0,1
NC,27207,1520,52697,0,0
NC,27208,690,50978,0,0
NC,27209,1770,38919,0,0
NC,27212,620,49175,0,0
NC,27214,5510,59954,0,0
NC,27215,20370,67279,4,2
NC,27217,16180,40028,0,1
NC,27229,1700,34011,0,1
NC,27231,940,59830,0,0
NC,27233,1530,57796,0,0
NC,27235,2270,91474,0,1
NC,27239,3770,52518,0,0
NC,27242,780,42182,0,0
NC,27243,2220,73890,0,0
NC,27244,5040,71778,0,0
NC,27248,1920,45910,0,0
NC,27249,5940,57824,0,0
NC,27252,740,54994,0,0
NC,27253,14050,50418,0,0
NC,27258,3230,53227,0,1
NC,27260,9580,29508,0,0
NC,27262,10310,65491,3,1
NC,27263,9600,45321,0,1
NC,27265,24280,63773,1,0
NC,27278,13110,91486,0,0
NC,27281,1220,63014,0,0
NC,27282,7970,75207,1,0
NC,27283,1490,56671,0,0
NC,27284,25990,66399,3,2
NC,27288,9250,43279,0,0
NC,27291,690,48855,0,0
NC,27292,16150,47187,0,1
NC,27295,16940,53858,0,0
NC,27298,4640,50239,0,0
NC,27299,2180,47111,0,0
NC,27301,4840,54581,0,1
NC,27302,15040,61305,1,1
NC,27305,640,38543,0,0
NC,27306,2710,52563,0,0
NC,27310,3720,138564,0,0
NC,27311,1340,40826,0,0
NC,27312,10540,92877,0,0
NC,27313,3210,59553,0,0
NC,27314,450,54315,0,0
NC,27315,830,50061,0,0
NC,27316,2840,40767,0,0
NC,27317,7610,48661,0,0
NC,27320,16200,47848,0,0
NC,27325,2490,42174,0,0
NC,27326,1540,47883,0,0
NC,27330,16990,58170,0,1
NC,27332,13310,53904,1,1
NC,27341,2230,43747,0,0
NC,27343,680,63426,0,0
NC,27344,7340,47575,0,1
NC,27349,2800,52308,0,0
NC,27350,2770,49680,0,0
NC,27355,1140,42887,0,0
NC,27356,1190,41243,0,0
NC,27357,4180,70894,0,0
NC,27358,6530,123680,0,0
NC,27360,20030,46167,0,1
NC,27370,6730,59617,0,0
NC,27371,3050,49200,0,0
NC,27376,4580,76558,0,0
NC,27377,5000,62069,0,0
NC,27379,1890,43088,0,0
NC,27401,7720,40962,0,0
NC,27403,8250,59659,0,0
NC,27405,20850,34783,0,0
NC,27406,26970,42183,1,0
NC,27407,22340,57369,3,2
NC,27408,9110,160420,2,1
NC,27409,8660,46451,2,1
NC,27410,26890,91484,7,0
NC,27455,14450,96596,2,1
NC,27501,8870,56128,0,1
NC,27502,19360,106026,2,1
NC,27503,1720,93138,0,0
NC,27504,7000,55133,0,1
NC,27505,2960,48279,0,0
NC,27507,770,51289,0,0
NC,27508,790,44741,0,1
NC,27509,1860,42998,0,0
NC,27510,7320,63676,0,0
NC,27511,16030,97162,4,0
NC,27513,22740,124235,3,0
NC,27514,11090,142112,5,2
NC,27516,17990,117966,0,0
NC,27517,13470,170633,2,1
NC,27518,10620,182013,4,1
NC,27519,26320,134301,6,2
NC,27520,19880,58949,1,2
NC,27521,2670,49094,0,1
NC,27522,6060,62399,0,0
NC,27523,6560,116146,1,0
NC,27524,5400,51882,0,1
NC,27525,7160,55256,0,1
NC,27526,23810,78018,1,1
NC,27527,13480,90249,1,0
NC,27529,24400,61295,3,4
NC,27530,15390,48010,0,3
NC,27534,14340,54324,3,2
NC,27536,6970,38334,0,0
NC,27537,9900,42160,0,0
NC,27539,11040,111751,0,0
NC,27540,17430,104379,3,2
NC,27541,1830,64100,0,0
NC,27542,4010,51554,0,1
NC,27544,1830,43981,0,0
NC,27545,14700,55453,2,1
NC,27546,7490,50365,0,1
NC,27549,9810,48580,0,0
NC,27551,800,58272,0,0
NC,27553,920,41811,0,0
NC,27557,3330,44101,0,0
NC,27559,1160,65600,0,0
NC,27560,16950,91247,7,1
NC,27562,1310,103729,0,0
NC,27563,1860,35220,0,1
NC,27565,11040,50909,0,0
NC,27569,3600,50779,0,0
NC,27571,3540,87108,0,0
NC,27572,3150,68317,0,0
NC,27573,4730,40525,0,0
NC,27574,6220,52233,0,0
NC,27576,7150,42955,0,1
NC,27577,10150,58541,1,2
NC,27581,1720,55805,0,0
NC,27583,3330,57714,0,0
NC,27587,31900,100069,2,1
NC,27589,2830,36672,0,1
NC,27591,10670,61385,0,0
NC,27592,7750,63374,0,0
NC,27596,8470,68914,0,0
NC,27597,11330,56896,0,0
NC,27601,4370,73950,1,0
NC,27603,23940,69768,0,2
NC,27604,21550,54474,1,1
NC,27605,3440,104614,2,0
NC,27606,20570,73206,0,1
NC,27607,9870,121463,2,0
NC,27608,5800,229696,0,0
NC,27609,18490,108908,4,2
NC,27610,31740,39336,1,0
NC,27612,20580,100982,4,0
NC,27613,23040,109881,1,2
NC,27614,16310,157396,1,2
NC,27615,22190,115138,2,0
NC,27616,25420,52179,3,1
NC,27617,10500,89515,1,1
NC,27701,10060,67993,0,0
NC,27703,28620,60535,1,1
NC,27704,17500,41566,0,2
NC,27705,21040,88701,4,2
NC,27707,21680,78004,6,1
NC,27712,10540,84025,0,0
NC,27713,26710,78214,3,0
NC,27801,7610,31936,0,0
NC,27803,8750,53876,0,0
NC,27804,13110,57138,1,2
NC,27805,1360,36972,0,0
NC,27806,880,51217,2,0
NC,27807,2960,46808,0,0
NC,27808,1060,78046,0,0
NC,27809,2060,50948,0,0
NC,27810,1460,50911,0,2
NC,27812,980,47617,0,0
NC,27814,700,59675,0,0
NC,27816,1170,38597,0,0
NC,27817,3350,59699,0,1
NC,27818,500,42944,0,0
NC,27820,1090,44940,0,0
NC,27821,120,35158,0,0
NC,27822,3750,52793,0,0
NC,27823,2750,35720,0,1
NC,27824,490,41832,0,0
NC,27826,260,40680,0,0
NC,27828,3590,53429,0,1
NC,27829,760,43975,0,0
NC,27830,1890,46242,0,1
NC,27831,1170,33015,0,0
NC,27832,1200,37042,0,0
NC,27834,22630,46881,2,5
NC,27837,2500,70932,0,0
NC,27839,1160,40400,0,1
NC,27840,220,37927,0,0
NC,27842,680,78480,0,0
NC,27843,390,34823,0,0
NC,27844,1090,34055,0,0
NC,27845,670,44952,0,1
NC,27846,1280,48058,0,0
NC,27847,300,29463,0,0
NC,27849,590,32654,0,0
NC,27850,2810,64383,0,0
NC,27851,2210,44552,0,0
NC,27852,1150,50027,0,0
NC,27853,190,39336,0,0
NC,27855,2180,43344,0,1
NC,27856,7580,53978,0,0
NC,27857,480,40929,0,1
NC,27858,21350,72370,6,5
NC,27860,800,48403,0,0
NC,27862,290,48734,0,0
NC,27863,5510,50415,0,0
NC,27864,1910,41680,0,0
NC,27865,810,48514,0,0
NC,27866,310,38383,0,0
NC,27869,820,35429,0,0
NC,27870,10840,44032,1,0
NC,27871,1750,38909,0,1
NC,27872,180,31688,0,0
NC,27874,1730,37938,0,0
NC,27875,160,39068,0,0
NC,27876,490,43210,0,0
NC,27880,1450,66022,0,0
NC,27882,3240,45351,0,0
NC,27883,1500,41111,0,0
NC,27884,630,48015,0,0
NC,27885,400,39902,0,0
NC,27886,8100,43619,0,2
NC,27888,1020,40729,0,0
NC,27889,11770,51625,0,3
NC,27890,920,32488,0,0
NC,27891,2210,40484,0,0
NC,27892,5990,44639,0,4
NC,27893,15610,38670,0,4
NC,27896,9660,71547,2,2
NC,27897,550,35450,0,0
NC,27909,17180,48229,1,2
NC,27910,4300,44309,0,2
NC,27916,380,56786,0,0
NC,27917,320,31831,0,0
NC,27919,490,47461,0,0
NC,27921,2220,63687,0,0
NC,27922,330,40178,0,0
NC,27923,340,47247,0,0
NC,27924,1160,42040,0,0
NC,27925,1510,39368,0,1
NC,27926,710,49453,0,0
NC,27927,720,81036,1,0
NC,27928,750,42196,0,0
NC,27929,820,79765,0,0
NC,27932,5320,58410,0,1
NC,27935,600,49745,0,0
NC,27937,1560,48926,0,0
NC,27938,570,50335,0,0
NC,27939,1310,45817,0,1
NC,27941,300,59463,0,0
NC,27942,300,48100,0,0
NC,27944,5000,56293,0,0
NC,27946,510,56203,0,0
NC,27947,490,45761,0,0
NC,27948,6530,53823,1,1
NC,27949,4640,96308,1,0
NC,27950,870,55848,0,0
NC,27953,430,42416,0,0
NC,27954,3260,63325,0,2
NC,27956,150,67186,0,0
NC,27957,640,56129,0,0
NC,27958,5380,71442,0,0
NC,27959,1700,75720,0,1
NC,27962,2960,41598,0,3
NC,27964,300,65350,0,0
NC,27965,250,41716,0,0
NC,27966,610,44295,0,0
NC,27970,1310,45016,0,0
NC,27973,730,56360,0,0
NC,27974,530,50677,0,0
NC,27976,1660,64607,0,0
NC,27979,640,54579,0,0
NC,27980,890,50013,0,0
NC,27981,770,46628,0,0
NC,27983,3270,41272,0,1
NC,27986,480,47581,0,0
NC,28001,10990,48947,0,4
NC,28006,550,56203,0,0
NC,28012,11480,80978,0,1
NC,28016,5660,43407,0,0
NC,28018,2170,49153,0,0
NC,28020,1000,45021,0,0
NC,28021,5580,53196,0,0
NC,28023,6860,52925,0,0
NC,28025,24420,58471,0,1
NC,28027,32700,71679,7,6
NC,28031,14910,145303,3,2
NC,28032,1610,87554,0,0
NC,28033,1300,47217,0,0
NC,28034,8080,47657,1,0
NC,28036,8510,157058,1,1
NC,28037,11660,106592,0,1
NC,28040,2970,44140,0,0
NC,28043,8110,42298,1,1
NC,28052,14360,37398,0,2
NC,28054,17370,48236,3,2
NC,28056,15290,69126,0,0
NC,28071,1330,56593,0,0
NC,28073,2110,39298,0,0
NC,28075,9400,92966,1,1
NC,28078,29560,99926,5,1
NC,28079,17530,68661,1,2
NC,28080,3500,62580,0,0
NC,28081,12070,52600,0,0
NC,28083,11280,41009,0,3
NC,28086,11930,49325,1,0
NC,28088,1550,49567,0,0
NC,28090,3070,45163,0,0
NC,28091,910,35862,0,0
NC,28092,16390,50834,1,1
NC,28097,3030,62036,0,0
NC,28098,1780,49576,0,0
NC,28101,380,79689,0,0
NC,28103,4490,53341,0,1
NC,28104,14960,124412,2,1
NC,28105,20380,90645,3,2
NC,28107,3900,67051,0,1
NC,28110,22920,57831,2,1
NC,28112,11540,53198,0,0
NC,28114,2610,43002,0,0
NC,28115,18860,64856,0,1
NC,28117,21290,132382,5,3
NC,28119,1060,32714,0,0
NC,28120,10710,63422,0,0
NC,28124,3110,58783,0,0
NC,28125,1260,69932,0,0
NC,28127,2890,69742,0,0
NC,28128,3190,56101,0,0
NC,28129,2500,58337,0,0
NC,28133,1120,53688,0,0
NC,28134,5880,60511,2,0
NC,28135,1500,45583,0,0
NC,28137,1330,52714,0,0
NC,28138,4600,54754,0,0
NC,28139,7860,52300,0,0
NC,28144,10060,55978,1,1
NC,28146,12700,54292,0,0
NC,28147,10930,50413,0,3
NC,28150,11500,53961,0,0
NC,28152,9950,45347,1,1
NC,28159,1360,38452,0,0
NC,28160,1600,35349,0,0
NC,28163,2290,66272,0,0
NC,28164,6830,66912,0,0
NC,28166,4790,75972,0,2
NC,28167,990,47658,0,0
NC,28168,4390,48097,0,0
NC,28170,4630,37042,0,1
NC,28173,25330,146061,2,1
NC,28174,3430,44391,0,0
NC,28202,9000,110543,3,2
NC,28203,10660,133450,1,1
NC,28204,5080,92401,3,1
NC,28205,23220,65797,1,1
NC,28206,6170,36077,0,0
NC,28207,4410,501715,2,0
NC,28208,17370,34427,10,1
NC,28209,12240,132031,1,0
NC,28210,22320,117995,0,0
NC,28211,14340,276930,3,1
NC,28212,17410,33618,0,1
NC,28213,19690,40155,0,3
NC,28214,19710,50299,0,0
NC,28215,27430,43188,0,0
NC,28216,26220,45980,3,2
NC,28217,12780,40883,1,1
NC,28226,19160,153221,2,2
NC,28227,26550,57560,1,1
NC,28262,19650,48078,4,3
NC,28269,38460,56955,2,2
NC,28270,15420,126331,0,0
NC,28273,19650,50784,5,1
NC,28277,33530,135545,10,1
NC,28278,15040,95939,3,0
NC,28301,6090,32604,0,0
NC,28303,14170,56511,2,2
NC,28304,16280,42803,1,2
NC,28305,2970,96782,0,0
NC,28306,17970,53282,1,1
NC,28307,5370,41873,1,0
NC,28311,15670,50259,2,1
NC,28312,8270,57665,0,0
NC,28314,25160,42425,1,1
NC,28315,5730,49881,1,3
NC,28318,1900,48952,0,0
NC,28320,3080,43921,0,0
NC,28323,1780,49433,0,0
NC,28326,8860,51551,0,1
NC,28327,7570,66046,0,1
NC,28328,10100,48229,0,1
NC,28333,4550,35519,0,1
NC,28334,9840,49123,0,2
NC,28337,4000,46961,0,0
NC,28338,1660,42025,0,0
NC,28339,2830,42383,0,0
NC,28340,3810,35327,0,0
NC,28341,1600,44566,0,0
NC,28343,590,34664,0,0
NC,28344,1220,42415,0,0
NC,28345,4870,36919,0,1
NC,28347,380,30857,0,0
NC,28348,15720,49750,0,0
NC,28349,1500,46346,0,1
NC,28351,1920,36658,0,0
NC,28352,8820,42673,0,2
NC,28356,2210,57869,0,0
NC,28357,1030,42673,0,0
NC,28358,12860,44761,1,1
NC,28360,4820,38402,0,0
NC,28363,480,37487,0,0
NC,28364,4920,34351,0,0
NC,28365,6320,44629,0,0
NC,28366,2140,48932,0,0
NC,28369,860,35667,0,0
NC,28371,2860,42455,0,0
NC,28372,5180,40391,1,0
NC,28373,1140,44122,0,0
NC,28374,9020,123639,1,0
NC,28376,17490,46042,0,1
NC,28377,4320,34697,0,0
NC,28379,9790,41182,0,2
NC,28382,2900,43322,0,1
NC,28383,2800,34590,0,0
NC,28384,4420,38839,0,0
NC,28385,1340,42833,0,0
NC,28386,2060,32443,0,0
NC,28387,7510,84075,0,0
NC,28390,9490,44896,0,0
NC,28391,2450,54117,0,0
NC,28392,700,43777,0,0
NC,28393,820,39904,0,0
NC,28394,2310,64960,0,0
NC,28395,1110,59970,0,0
NC,28396,1100,48009,0,0
NC,28398,2820,35443,0,1
NC,28399,700,45250,0,0
NC,28401,10030,42006,0,1
NC,28403,16060,73977,5,1
NC,28405,15500,90925,2,3
NC,28409,16390,102820,0,0
NC,28411,17880,86215,0,1
NC,28412,20780,61385,2,1
NC,28420,1460,40916,0,0
NC,28421,660,41669,0,0
NC,28422,3620,63767,0,0
NC,28423,840,42950,0,0
NC,28425,4280,48174,0,0
NC,28428,3540,83796,0,0
NC,28429,4030,51988,0,0
NC,28430,690,48914,0,0
NC,28431,2620,40146,0,0
NC,28432,790,44045,0,0
NC,28433,1780,41664,0,0
NC,28434,480,42441,0,0
NC,28435,1000,41450,0,0
NC,28436,910,48020,0,0
NC,28438,650,45401,0,0
NC,28439,490,40055,0,0
NC,28441,1220,39872,0,0
NC,28442,630,38141,0,0
NC,28443,10860,77018,0,2
NC,28444,890,46055,0,0
NC,28445,4480,65672,0,2
NC,28447,470,48802,0,0
NC,28448,360,38458,0,0
NC,28449,1030,97363,0,0
NC,28450,980,62250,0,0
NC,28451,17970,67967,1,1
NC,28452,330,25690,0,0
NC,28453,1410,37635,0,0
NC,28454,1280,41941,0,0
NC,28455,720,45726,0,0
NC,28456,1530,41833,0,0
NC,28457,4820,48158,0,1
NC,28458,2290,35992,0,1
NC,28460,5620,62751,0,1
NC,28461,11080,91279,0,0
NC,28462,5660,54993,0,0
NC,28463,2920,39956,0,0
NC,28464,890,36630,0,0
NC,28465,4210,75555,0,0
NC,28466,3710,54646,0,1
NC,28467,5780,63738,0,0
NC,28468,2550,77761,0,0
NC,28469,4290,90639,0,0
NC,28470,4540,49736,0,0
NC,28472,7250,46415,0,1
NC,28478,1860,42595,0,0
NC,28479,2730,58267,0,0
NC,28480,1570,204750,0,0
NC,28501,7050,37221,0,0
NC,28504,8930,52276,0,2
NC,28508,920,37313,0,0
NC,28510,750,64389,0,0
NC,28511,240,49641,0,0
NC,28512,1800,89446,0,0
NC,28513,4130,47477,0,2
NC,28515,860,42876,0,0
NC,28516,5330,63542,0,2
NC,28518,3310,46071,0,1
NC,28520,110,48554,0,0
NC,28521,870,46677,0,0
NC,28523,1120,47542,0,0
NC,28524,140,50957,1,0
NC,28525,1370,44358,0,0
NC,28526,950,41460,0,0
NC,28527,530,51086,0,0
NC,28528,250,48660,0,0
NC,28529,850,47390,0,1
NC,28530,2950,41808,0,1
NC,28531,540,57918,0,0
NC,28532,9550,45947,0,1
NC,28538,920,40703,0,0
NC,28539,7110,47525,0,0
NC,28540,20720,46433,0,3
NC,28543,1490,36905,0,0
NC,28544,2100,31484,0,0
NC,28546,20660,45223,3,1
NC,28547,2580,45571,1,1
NC,28551,5610,46758,0,1
NC,28553,190,49394,0,0
NC,28555,2280,41919,0,0
NC,28556,360,67033,0,0
NC,28557,7370,70778,1,2
NC,28560,12100,55310,0,2
NC,28562,18310,71068,4,4
NC,28570,9860,53932,0,2
NC,28571,1290,79890,0,0
NC,28572,2550,43454,0,0
NC,28573,900,50018,0,0
NC,28574,7410,46090,0,0
NC,28577,110,53781,0,0
NC,28578,2080,41617,0,0
NC,28579,250,48628,0,0
NC,28580,4070,45478,0,1
NC,28582,940,60108,0,0
NC,28584,6420,70719,0,1
NC,28585,1530,42743,0,0
NC,28586,2860,44129,0,1
NC,28590,12440,67614,1,1
NC,28594,2270,108457,0,0
NC,28601,23520,70411,1,4
NC,28602,12500,49457,2,2
NC,28604,2990,59508,0,1
NC,28605,1930,101607,0,1
NC,28606,840,41342,0,0
NC,28607,11530,61866,1,2
NC,28609,2800,67806,0,0
NC,28610,4680,47203,0,0
NC,28611,310,51812,0,0
NC,28612,4690,44287,0,0
NC,28613,10580,53852,0,1
NC,28615,720,39377,0,0
NC,28617,860,45438,0,0
NC,28618,1070,51193,0,0
NC,28621,4160,48478,0,2
NC,28622,920,38602,0,0
NC,28623,640,55143,0,0
NC,28624,640,43287,0,0
NC,28625,17150,54403,1,2
NC,28626,1070,56186,0,0
NC,28627,550,42601,0,0
NC,28630,8390,51998,0,1
NC,28631,250,45156,0,0
NC,28634,2130,44659,0,0
NC,28635,1500,41910,0,0
NC,28636,2190,43458,0,0
NC,28637,1040,44816,0,0
NC,28638,5330,44093,0,0
NC,28640,2010,53717,0,0
NC,28642,2180,43208,0,2
NC,28643,1250,40851,0,0
NC,28644,620,47772,0,0
NC,28645,18750,44747,0,2
NC,28649,390,38766,0,0
NC,28650,5860,49429,0,0
NC,28651,2750,46478,0,0
NC,28654,1560,48427,2,0
NC,28655,21730,48449,1,2
NC,28657,3470,44116,0,0
NC,28658,12180,54126,0,1
NC,28659,8250,47140,0,2
NC,28660,970,49358,0,0
NC,28663,260,46150,0,0
NC,28665,1050,54810,0,0
NC,28668,170,155311,0,0
NC,28669,1160,40382,0,0
NC,28670,1100,48682,0,0
NC,28673,3200,99117,0,0
NC,28675,2540,49269,0,1
NC,28676,1510,64760,0,0
NC,28677,15640,46938,0,0
NC,28678,2140,46778,0,0
NC,28679,850,54576,0,0
NC,28681,10460,51699,0,0
NC,28682,640,109579,0,0
NC,28683,670,44092,0,0
NC,28684,820,56769,0,0
NC,28685,680,46763,0,0
NC,28689,860,60747,0,0
NC,28690,3940,47701,0,0
NC,28692,1830,57412,0,0
NC,28693,590,41432,0,0
NC,28694,3410,51202,0,1
NC,28697,5340,63856,0,1
NC,28698,860,46248,0,0
NC,28701,1890,56149,0,0
NC,28702,190,48552,0,0
NC,28704,10940,72007,2,0
NC,28705,2370,46891,0,0
NC,28708,220,42068,0,0
NC,28709,940,49395,0,0
NC,28711,6390,63528,1,0
NC,28712,8260,67277,1,1
NC,28713,3910,44756,0,0
NC,28714,6440,49772,1,0
NC,28715,12400,59291,1,0
NC,28716,8000,48167,1,0
NC,28717,1260,96737,1,0
NC,28718,300,70383,0,0
